0.0000000000       1.      0.000      0.500      0.500             
82258.9191133      2.      1.000      0.500      0.500 
82258.9543992821   2.      0.000      0.500      0.500 
82259.2850014      2.      1.000      1.500      1.500 
82259.2850014      2.      1.000      1.500      0.500 
97492.211200       3.      1.000      0.500      0.500 
97492.221701       3.      0.000      0.500      0.500 
97492.319433       3.      2.000      1.500      1.500 
97492.319433       3.      2.000      1.500      0.500 
97492.319611       3.      1.000      1.500      1.500      
97492.319611       3.      1.000      1.500      0.500 
97492.355566       3.      2.000      2.500      2.500 
97492.355566       3.      2.000      2.500      1.500 
97492.355566       3.      2.000      2.500      0.500 
